video_filename,analysis_mode,event_id,clip_path,duration_seconds,predicted_confidence_score,predicted_primary_limb,predicted_category,average_visibility_score_mean,pose_lost_frame_count,pose_lost_ratio,corrected_category,corrected_strike_type,coarse_strike_type,left_wrist_max_speed,left_wrist_mean_speed,left_wrist_total_distance,left_wrist_x_displacement,left_wrist_y_displacement,left_wrist_max_x,left_wrist_min_x,left_wrist_max_y,left_wrist_min_y,left_wrist_range_x,left_wrist_range_y,right_wrist_max_speed,right_wrist_mean_speed,right_wrist_total_distance,right_wrist_x_displacement,right_wrist_y_displacement,right_wrist_max_x,right_wrist_min_x,right_wrist_max_y,right_wrist_min_y,right_wrist_range_x,right_wrist_range_y,left_elbow_max_speed,left_elbow_mean_speed,left_elbow_total_distance,left_elbow_x_displacement,left_elbow_y_displacement,left_elbow_max_x,left_elbow_min_x,left_elbow_max_y,left_elbow_min_y,left_elbow_range_x,left_elbow_range_y,right_elbow_max_speed,right_elbow_mean_speed,right_elbow_total_distance,right_elbow_x_displacement,right_elbow_y_displacement,right_elbow_max_x,right_elbow_min_x,right_elbow_max_y,right_elbow_min_y,right_elbow_range_x,right_elbow_range_y,left_ankle_max_speed,left_ankle_mean_speed,left_ankle_total_distance,left_ankle_x_displacement,left_ankle_y_displacement,left_ankle_max_x,left_ankle_min_x,left_ankle_max_y,left_ankle_min_y,left_ankle_range_x,left_ankle_range_y,right_ankle_max_speed,right_ankle_mean_speed,right_ankle_total_distance,right_ankle_x_displacement,right_ankle_y_displacement,right_ankle_max_x,right_ankle_min_x,right_ankle_max_y,right_ankle_min_y,right_ankle_range_x,right_ankle_range_y,left_knee_max_speed,left_knee_mean_speed,left_knee_total_distance,left_knee_x_displacement,left_knee_y_displacement,left_knee_max_x,left_knee_min_x,left_knee_max_y,left_knee_min_y,left_knee_range_x,left_knee_range_y,right_knee_max_speed,right_knee_mean_speed,right_knee_total_distance,right_knee_x_displacement,right_knee_y_displacement,right_knee_max_x,right_knee_min_x,right_knee_max_y,right_knee_min_y,right_knee_range_x,right_knee_range_y,left_hip_max_speed,left_hip_mean_speed,left_hip_total_distance,left_hip_x_displacement,left_hip_y_displacement,left_hip_max_x,left_hip_min_x,left_hip_max_y,left_hip_min_y,left_hip_range_x,left_hip_range_y,right_hip_max_speed,right_hip_mean_speed,right_hip_total_distance,right_hip_x_displacement,right_hip_y_displacement,right_hip_max_x,right_hip_min_x,right_hip_max_y,right_hip_min_y,right_hip_range_x,right_hip_range_y,left_shoulder_max_speed,left_shoulder_mean_speed,left_shoulder_total_distance,left_shoulder_x_displacement,left_shoulder_y_displacement,left_shoulder_max_x,left_shoulder_min_x,left_shoulder_max_y,left_shoulder_min_y,left_shoulder_range_x,left_shoulder_range_y,right_shoulder_max_speed,right_shoulder_mean_speed,right_shoulder_total_distance,right_shoulder_x_displacement,right_shoulder_y_displacement,right_shoulder_max_x,right_shoulder_min_x,right_shoulder_max_y,right_shoulder_min_y,right_shoulder_range_x,right_shoulder_range_y
Andus - Hop Step_compressed.mp4,single_athlete_training,32,data\processed\clips\Andus - Hop Step_compressed\event_032_kick_candidate_left_ankle_t147p84.mp4,0.6018,0.9856,left_ankle,kick_candidate,0.92745,0,0.0,kick,hopstep_kick,linear_kicks,0.300623,0.127354,0.153283,-0.042002,0.058013,0.647079,0.568494,0.613165,0.543874,0.078584,0.069291,0.447446,0.185971,0.223834,0.053119,0.121557,0.630209,0.539399,0.618943,0.497386,0.09081,0.121557,0.229804,0.116756,0.140527,-0.052328,-0.012603,0.68998,0.613081,0.613364,0.564995,0.076899,0.048369,0.247059,0.145126,0.174674,0.039308,0.027665,0.637741,0.57189,0.591061,0.526061,0.06585,0.065,1.398252,0.581188,0.699518,0.035569,0.043806,0.677152,0.491519,0.863028,0.572265,0.185633,0.290763,0.198459,0.113956,0.137157,-0.000476,-0.002681,0.590413,0.540321,0.863482,0.829506,0.050092,0.033976,0.675401,0.324221,0.390232,-0.018623,-0.011049,0.633534,0.554239,0.765787,0.591482,0.079296,0.174305,0.220756,0.127151,0.153039,0.015553,-0.001892,0.604003,0.541129,0.748399,0.708105,0.062874,0.040294,0.149284,0.091911,0.110624,-0.027837,-0.004496,0.654154,0.586207,0.654357,0.644303,0.067947,0.010054,0.133035,0.083898,0.10098,-0.017824,-0.000396,0.622484,0.564986,0.640492,0.629871,0.057498,0.010621,0.213406,0.113679,0.136824,-0.041023,0.001637,0.678642,0.625143,0.543882,0.485843,0.053499,0.058039,0.182312,0.091975,0.110701,0.010826,0.01024,0.631461,0.594325,0.515658,0.473657,0.037136,0.042001
Andus - Hop Step_compressed.mp4,single_athlete_training,33,data\processed\clips\Andus - Hop Step_compressed\event_033_kick_candidate_left_ankle_t152p26.mp4,0.6018,0.9771,left_ankle,kick_candidate,0.9214,0,0.0,kick,hopstep_kick,linear_kicks,0.204794,0.117466,0.141381,-0.046608,0.045624,0.641522,0.566683,0.600803,0.53308,0.074839,0.067723,0.454541,0.192412,0.231587,0.048775,0.159173,0.619479,0.535468,0.62719,0.468016,0.084011,0.159173,0.201365,0.111184,0.133821,-0.059359,-0.030733,0.684716,0.60973,0.606203,0.552469,0.074987,0.053734,0.280257,0.118832,0.143026,0.061797,0.069983,0.639696,0.566512,0.558505,0.488521,0.073185,0.069983,1.09153,0.523883,0.630545,0.022661,0.025423,0.646153,0.485505,0.864662,0.635799,0.160648,0.228863,1.459781,0.526787,0.63404,0.014034,0.01023,0.604901,0.472438,0.858225,0.58018,0.132463,0.278045,0.530959,0.236154,0.284235,-0.018672,-0.05164,0.626525,0.546054,0.787412,0.659855,0.080472,0.127558,0.875011,0.34518,0.415459,0.027684,0.011804,0.609347,0.543439,0.74402,0.560434,0.065908,0.183586,0.162595,0.0947,0.113981,-0.023368,-0.011495,0.639511,0.572639,0.663721,0.647542,0.066871,0.016179,0.150603,0.091018,0.10955,0.011658,-0.002141,0.616088,0.559695,0.643623,0.627788,0.056394,0.015836,0.134424,0.09094,0.109456,-0.042602,-0.018854,0.671348,0.620082,0.53109,0.479527,0.051266,0.051563,0.159032,0.077246,0.092974,0.024029,0.028037,0.635117,0.5914,0.50611,0.464733,0.043717,0.041376
Andus - Hop Step_compressed.mp4,single_athlete_training,34,data\processed\clips\Andus - Hop Step_compressed\event_034_kick_candidate_left_ankle_t158p07.mp4,0.4012,0.9919,left_ankle,kick_candidate,0.95944,0,0.0,kick,hopstep_kick,linear_kicks,0.330849,0.109934,0.110264,-0.098302,-0.004243,0.663262,0.56496,0.68339,0.672242,0.098302,0.011149,0.258841,0.105758,0.106075,-0.030452,0.067439,0.562066,0.517566,0.614924,0.54101,0.044501,0.073914,0.260816,0.095355,0.095641,-0.080397,0.021506,0.677387,0.59699,0.642244,0.611143,0.080397,0.031101,0.158354,0.093754,0.094036,-0.05042,0.037835,0.59599,0.534366,0.561217,0.523382,0.061624,0.037835,1.02859,0.422577,0.423844,-0.012581,0.011547,0.600714,0.580371,0.878689,0.661813,0.020343,0.216877,0.470175,0.120789,0.121152,-0.089858,-0.037423,0.597743,0.501127,0.872827,0.825434,0.096616,0.047393,0.589807,0.28667,0.28753,-0.033275,0.009994,0.639847,0.582666,0.773514,0.645609,0.057181,0.127905,0.302255,0.111779,0.112114,-0.088367,-0.008009,0.610344,0.512321,0.755666,0.737703,0.098023,0.017962,0.198263,0.085725,0.085982,-0.070848,6.7e-05,0.646615,0.568276,0.674501,0.672416,0.078339,0.002084,0.23889,0.110384,0.110715,-0.075833,-0.003884,0.621049,0.533722,0.674931,0.649957,0.087326,0.024974,0.239593,0.113155,0.113495,-0.076203,0.010753,0.67906,0.602856,0.589031,0.546573,0.076203,0.042458,0.202261,0.088315,0.08858,-0.075662,0.011993,0.635286,0.559624,0.519971,0.501185,0.075662,0.018786
Andus - Hop Step_compressed.mp4,single_athlete_training,37,data\processed\clips\Andus - Hop Step_compressed\event_037_kick_candidate_left_ankle_t169p31.mp4,0.2006,0.8386,left_ankle,kick_candidate,0.9173,0,0.0,kick,hopstep_kick,linear_kicks,0.351299,0.170074,0.136467,-0.101957,-0.039894,0.65052,0.548563,0.632947,0.574788,0.101957,0.058159,0.357668,0.156575,0.125635,-0.074814,-0.015309,0.588323,0.51351,0.584214,0.53404,0.074814,0.050173,0.298736,0.141265,0.113351,-0.106037,0.001693,0.702614,0.596577,0.616207,0.596763,0.106037,0.019445,0.422239,0.200078,0.160543,-0.074281,-0.035465,0.616835,0.542554,0.587536,0.518225,0.074281,0.069311,1.000096,0.366111,0.293767,-0.229009,0.019364,0.742012,0.512973,0.877411,0.796687,0.229039,0.080724,0.870946,0.557524,0.447357,-0.060884,-0.075595,0.592937,0.474428,0.886544,0.646015,0.118508,0.24053,0.689896,0.287834,0.230958,-0.166809,-0.045939,0.699348,0.532538,0.806818,0.722444,0.166809,0.084374,0.566487,0.30253,0.24275,-0.062785,-0.021177,0.59102,0.528236,0.774388,0.660824,0.062785,0.113564,0.251065,0.147938,0.118705,-0.112335,-0.01462,0.673898,0.561563,0.686177,0.664501,0.112335,0.021676,0.222441,0.143692,0.115298,-0.095327,-0.035805,0.632423,0.537096,0.683081,0.645953,0.095327,0.037127,0.258001,0.120474,0.096668,-0.081076,0.011658,0.69551,0.614434,0.539864,0.50945,0.081076,0.030414,0.200138,0.115134,0.092384,-0.06228,-0.014277,0.63485,0.572571,0.505615,0.47649,0.06228,0.029125
Andus - Hop Step_compressed.mp4,single_athlete_training,38,data\processed\clips\Andus - Hop Step_compressed\event_038_kick_candidate_left_ankle_t182p95.mp4,0.6018,0.9876,left_ankle,kick_candidate,0.934967,0,0.0,kick,hopstep_kick,linear_kicks,0.28699,0.100915,0.121462,-0.096002,0.012252,0.62801,0.527987,0.584633,0.559219,0.100023,0.025415,0.652071,0.212623,0.255913,-0.063367,-0.008421,0.578757,0.515389,0.572246,0.444795,0.063367,0.127451,0.240399,0.091885,0.110593,-0.099577,-0.023854,0.678228,0.576119,0.608152,0.584298,0.102109,0.023854,0.655333,0.18262,0.219801,-0.065896,-0.040369,0.607925,0.542028,0.578859,0.457904,0.065896,0.120955,1.415142,0.664014,0.799207,-0.195955,-0.014534,0.749577,0.509679,0.88591,0.548401,0.239898,0.337509,1.312974,0.541666,0.651949,-0.041763,-0.035301,0.588713,0.453609,0.877496,0.584189,0.135103,0.293307,0.830672,0.414325,0.498682,-0.151085,-0.067711,0.687175,0.535519,0.812103,0.573741,0.151656,0.238362,0.523824,0.318572,0.383434,-0.054517,-0.021456,0.585509,0.494649,0.760908,0.626835,0.09086,0.134073,0.358965,0.139242,0.167591,-0.105972,-0.038088,0.662599,0.548548,0.694995,0.632834,0.114051,0.062162,0.450412,0.154247,0.185652,-0.094611,-0.048591,0.631903,0.525981,0.684409,0.603743,0.105922,0.080666,0.202719,0.090936,0.10945,-0.078413,-0.014624,0.668855,0.590442,0.533227,0.502185,0.078413,0.031042,0.268605,0.107269,0.129109,-0.064655,-0.031393,0.62405,0.559395,0.507901,0.459396,0.064655,0.048505
Andus - Hop Step_compressed.mp4,single_athlete_training,40,data\processed\clips\Andus - Hop Step_compressed\event_040_kick_candidate_left_ankle_t196p59.mp4,0.8024,0.9904,left_ankle,kick_candidate,0.951971,0,0.0,kick,hopstep_kick,linear_kicks,0.332879,0.16801,0.235919,0.022575,0.007,0.663643,0.559092,0.657244,0.601067,0.104551,0.056176,0.452484,0.110562,0.155252,-0.047169,-0.05279,0.592497,0.527182,0.617153,0.527088,0.065315,0.090065,0.136719,0.091319,0.128231,-0.027085,-0.001091,0.681366,0.607724,0.608775,0.593153,0.073642,0.015622,0.29444,0.091791,0.128892,-0.028902,-0.030889,0.613603,0.551055,0.567654,0.520608,0.062549,0.047045,1.566289,0.621391,0.872557,-0.132445,-0.025171,0.719688,0.521443,0.880626,0.534639,0.198246,0.345987,1.166277,0.439345,0.616928,-0.007684,-0.072851,0.610673,0.517083,0.885675,0.617449,0.093591,0.268226,0.57772,0.323342,0.454037,-0.095052,-0.042515,0.695224,0.554155,0.792333,0.617309,0.141068,0.175023,0.640079,0.23652,0.332121,-0.015954,-0.086534,0.60591,0.527195,0.772154,0.624387,0.078715,0.147766,0.212342,0.100393,0.140971,-0.049924,-0.007526,0.67291,0.578018,0.671165,0.660887,0.094892,0.010279,0.167923,0.105963,0.148793,-0.038715,-0.029348,0.63708,0.556205,0.670011,0.627585,0.080876,0.042426,0.132962,0.069795,0.098006,-0.033,0.012508,0.688312,0.635134,0.550596,0.515149,0.053178,0.035447,0.140094,0.064807,0.091002,-0.021979,-0.002726,0.63495,0.586885,0.508508,0.489427,0.048065,0.019081
Andus - Hop Step_compressed.mp4,single_athlete_training,43,data\processed\clips\Andus - Hop Step_compressed\event_043_kick_candidate_left_ankle_t205p21.mp4,0.2006,0.8433,left_ankle,kick_candidate,0.9335,0,0.0,kick,hopstep_kick,linear_kicks,0.453277,0.229669,0.184287,-0.100044,-0.129663,0.666614,0.56657,0.632956,0.502682,0.100044,0.130274,0.918787,0.336286,0.269836,-0.096868,-0.106309,0.625956,0.529089,0.621785,0.448032,0.096868,0.173754,0.357053,0.202058,0.162131,-0.132523,-0.046115,0.717268,0.584745,0.613012,0.564731,0.132523,0.048281,0.662287,0.239772,0.192393,-0.112441,-0.072241,0.648768,0.536327,0.591968,0.478682,0.112441,0.113286,1.054931,0.370085,0.296957,-0.27647,-0.036836,0.799361,0.522891,0.9214,0.850163,0.27647,0.071237,1.696836,0.649942,0.521513,-0.172548,-0.231994,0.615526,0.442979,0.901967,0.541748,0.172548,0.360219,0.685709,0.285719,0.229261,-0.218876,-0.059089,0.754525,0.535649,0.831692,0.772603,0.218876,0.059089,0.879025,0.372216,0.298666,-0.145487,-0.153828,0.624707,0.479219,0.77125,0.567002,0.145487,0.204248,0.431562,0.220345,0.176805,-0.156309,-0.069333,0.712455,0.556146,0.716351,0.647017,0.156309,0.069333,0.367516,0.215151,0.172637,-0.139278,-0.093494,0.672006,0.532727,0.704208,0.610714,0.139278,0.093494,0.263701,0.158093,0.126854,-0.107654,-0.023531,0.713528,0.605875,0.517572,0.478581,0.107654,0.038991,0.403577,0.178095,0.142904,-0.099086,-0.045452,0.661451,0.562364,0.516264,0.449312,0.099086,0.066952
Andus - Hop Step_compressed.mp4,single_athlete_training,44,data\processed\clips\Andus - Hop Step_compressed\event_044_kick_candidate_left_ankle_t213p64.mp4,0.2006,0.7541,left_ankle,kick_candidate,0.736125,0,0.0,kick,hopstep_kick,linear_kicks,0.491974,0.223961,0.179706,-0.115053,-0.058053,0.53015,0.415097,0.598381,0.508602,0.115053,0.089778,1.05473,0.371309,0.297938,-0.10591,-0.110466,0.54191,0.436,0.634334,0.447966,0.10591,0.186368,0.408427,0.225672,0.181079,-0.158808,-0.024658,0.590979,0.43217,0.629027,0.582414,0.158808,0.046614,0.665352,0.255399,0.204932,-0.088572,-0.057661,0.568911,0.480338,0.595985,0.480038,0.088572,0.115947,0.983604,0.33651,0.270016,-0.189562,-0.156414,0.641556,0.451994,1.137845,0.980382,0.189562,0.157462,0.825961,0.37757,0.302962,-0.084432,-0.171773,0.563007,0.451849,0.999319,0.794179,0.111158,0.20514,0.890506,0.289477,0.232276,-0.183312,-0.111314,0.61746,0.434148,0.970528,0.849326,0.183312,0.121203,0.515407,0.299618,0.240414,-0.068031,-0.116132,0.546879,0.454321,0.886037,0.723978,0.092558,0.16206,0.565503,0.248162,0.199125,-0.15528,-0.039756,0.607182,0.451901,0.773807,0.695448,0.15528,0.078359,0.532773,0.227411,0.182475,-0.101933,-0.04908,0.583782,0.481849,0.766424,0.672,0.101933,0.094424,0.368906,0.184911,0.148372,-0.125893,0.028129,0.585871,0.459978,0.46586,0.416664,0.125893,0.049196,0.281688,0.15165,0.121684,-0.067058,0.057061,0.575597,0.508539,0.454406,0.37959,0.067058,0.074816
Andus - Hop Step_compressed.mp4,single_athlete_training,45,data\processed\clips\Andus - Hop Step_compressed\event_045_kick_candidate_left_ankle_t221p26.mp4,0.6018,0.8368,left_ankle,kick_candidate,0.61865,0,0.0,kick,hopstep_kick,linear_kicks,0.521614,0.218503,0.26299,0.106696,-0.036473,0.475466,0.35483,0.572825,0.467596,0.120636,0.105229,0.658801,0.312436,0.376048,-0.089036,-0.04788,0.545193,0.435201,0.639084,0.458527,0.109992,0.180558,0.571408,0.269252,0.324072,0.099241,0.080283,0.498491,0.378951,0.624874,0.510409,0.11954,0.114465,0.696158,0.346049,0.416505,-0.090507,0.065137,0.592801,0.481652,0.626236,0.487457,0.11115,0.138779,0.863834,0.328085,0.394884,0.057187,-0.083552,0.517942,0.447173,1.202748,0.981204,0.07077,0.221544,1.259993,0.392792,0.472764,0.015517,-0.135811,0.526244,0.500046,1.200639,0.912711,0.026199,0.287928,0.679414,0.250819,0.301886,0.053654,0.033671,0.505125,0.433423,0.982952,0.847891,0.071702,0.13506,0.639782,0.261784,0.315083,0.002929,-0.048859,0.518773,0.49903,0.983433,0.802874,0.019744,0.180559,0.775804,0.219849,0.26461,0.035721,0.111835,0.516603,0.452322,0.793393,0.640076,0.064281,0.153316,0.705943,0.199064,0.239593,-0.011902,0.070538,0.55138,0.507196,0.794004,0.65601,0.044184,0.137994,0.570842,0.231949,0.279173,0.105081,0.165232,0.520932,0.397736,0.464315,0.299082,0.123196,0.165232,0.567522,0.182172,0.219262,-0.003621,0.126581,0.555648,0.519527,0.450641,0.32406,0.03612,0.126581
Andus - Hop Step_compressed.mp4,single_athlete_training,46,data\processed\clips\Andus - Hop Step_compressed\event_046_kick_candidate_left_ankle_t225p47.mp4,0.2006,0.8433,left_ankle,kick_candidate,0.844475,0,0.0,kick,hopstep_kick,linear_kicks,0.204128,0.101651,0.081552,-0.070351,-0.0268,0.616695,0.546343,0.570708,0.543908,0.070351,0.0268,0.243202,0.132552,0.106347,-0.076423,0.012454,0.55891,0.482487,0.552827,0.514113,0.076423,0.038714,0.226113,0.107694,0.086404,-0.080212,0.012101,0.652067,0.571855,0.604977,0.584924,0.080212,0.020053,0.220306,0.100412,0.080563,-0.063987,-0.012588,0.568884,0.504898,0.550345,0.520079,0.063987,0.030266,0.769559,0.368278,0.295498,-0.132248,0.064349,0.637254,0.498398,0.860753,0.728948,0.138855,0.131805,1.392155,0.563189,0.451827,-0.129604,-0.11873,0.561424,0.431819,0.833595,0.564029,0.129604,0.269566,0.397262,0.147688,0.118498,-0.114592,0.016135,0.635228,0.520636,0.763863,0.746973,0.114592,0.01689,0.727343,0.321456,0.257899,-0.109893,-0.093247,0.568393,0.4585,0.741653,0.580546,0.109893,0.161107,0.226653,0.12145,0.097443,-0.096434,-0.003754,0.62042,0.523986,0.660445,0.654679,0.096434,0.005766,0.199197,0.119844,0.096149,-0.088645,-0.036948,0.587946,0.499301,0.657382,0.620435,0.088645,0.036948,0.143189,0.081496,0.065384,-0.056722,0.003961,0.639839,0.583117,0.531887,0.514559,0.056722,0.017328,0.137581,0.075177,0.060314,-0.052758,-0.019289,0.586934,0.534177,0.520616,0.501326,0.052758,0.019289
Andus - Hop Step_compressed.mp4,single_athlete_training,47,data\processed\clips\Andus - Hop Step_compressed\event_047_kick_candidate_left_ankle_t236p91.mp4,0.6018,0.9293,left_ankle,kick_candidate,0.652483,0,0.0,kick,hopstep_kick,linear_kicks,0.282098,0.144556,0.173988,0.129348,0.003752,0.406288,0.276939,0.640314,0.593355,0.129348,0.04696,0.737736,0.300881,0.36214,0.108829,0.019503,0.501155,0.391235,0.656535,0.489948,0.109919,0.166587,0.297107,0.150487,0.181126,0.164501,-0.059502,0.387115,0.222614,0.652797,0.593295,0.164501,0.059502,0.495377,0.213306,0.256735,0.09992,-0.032565,0.538555,0.428256,0.623553,0.524724,0.110299,0.098829,1.613045,0.55682,0.670188,0.178911,-0.182377,0.462138,0.283226,1.229197,0.822406,0.178911,0.406791,1.639194,0.593293,0.714087,0.125031,-0.132976,0.504506,0.370387,1.169914,0.774286,0.134119,0.395628,0.490139,0.199701,0.24036,0.186628,-0.114244,0.457787,0.27116,1.036323,0.922079,0.186628,0.114244,0.772695,0.346694,0.417281,0.105701,-0.093739,0.494655,0.388953,0.99824,0.775191,0.105701,0.223049,0.380514,0.157918,0.19007,0.139808,-0.067872,0.447933,0.308125,0.836445,0.766259,0.139808,0.070186,0.31937,0.153106,0.184278,0.114003,-0.072695,0.496865,0.382862,0.825722,0.740869,0.114003,0.084853,0.360355,0.184634,0.222226,0.158804,-0.004773,0.415409,0.256605,0.460482,0.397836,0.158804,0.062646,0.357109,0.18321,0.220512,0.111739,0.000446,0.514984,0.403245,0.451851,0.378788,0.111739,0.073063
Andus - Hop Step_compressed.mp4,single_athlete_training,48,data\processed\clips\Andus - Hop Step_compressed\event_048_kick_candidate_left_ankle_t243p93.mp4,0.4012,0.7728,left_ankle,kick_candidate,0.94788,0,0.0,kick,hopstep_kick,linear_kicks,0.265279,0.133798,0.1342,-0.044748,-0.037533,0.641605,0.581062,0.667832,0.602618,0.060543,0.065214,0.110654,0.06857,0.068776,-0.017421,0.002242,0.548153,0.519663,0.561059,0.534004,0.02849,0.027056,0.209061,0.122759,0.123127,-0.026525,0.004794,0.655232,0.607725,0.646115,0.594979,0.047508,0.051136,0.089689,0.033009,0.033108,-0.021179,0.009251,0.577451,0.55189,0.530102,0.519404,0.02556,0.010698,0.643773,0.330008,0.330999,-0.020108,0.019689,0.608297,0.541185,0.864555,0.710908,0.067112,0.153647,0.886717,0.365943,0.367041,-0.019217,0.008611,0.532059,0.458001,0.733782,0.572057,0.074058,0.161725,0.392814,0.17598,0.176508,-0.036063,0.004792,0.612062,0.548587,0.745186,0.686953,0.063475,0.058233,0.375541,0.170898,0.171411,-0.058462,0.00698,0.555456,0.491294,0.67969,0.607275,0.064162,0.072414,0.190766,0.105142,0.105457,-0.036943,-0.012441,0.612485,0.552755,0.679439,0.641647,0.05973,0.037791,0.216912,0.112603,0.112941,-0.040372,-0.012233,0.587648,0.532438,0.650253,0.605645,0.055209,0.044608,0.272051,0.145193,0.145628,-0.020734,-0.00596,0.657732,0.622938,0.593301,0.52287,0.034794,0.07043,0.142637,0.07293,0.073148,-0.021244,0.003647,0.609616,0.588372,0.521319,0.485136,0.021244,0.036183
Andus - Hop Step_compressed.mp4,single_athlete_training,53,data\processed\clips\Andus - Hop Step_compressed\event_053_punch_candidate_left_wrist_t63p39.mp4,0.2006,0.7653,left_wrist,punch_candidate,0.7664,0,0.0,kick,hopstep_kick,linear_kicks,0.652591,0.301256,0.241728,0.015912,-0.023265,0.404003,0.384299,0.602485,0.471637,0.019704,0.130847,0.03965,0.026335,0.021131,0.001507,0.004528,0.422154,0.41518,0.430185,0.421044,0.006973,0.009141,0.229035,0.101797,0.081682,0.022633,0.007006,0.397561,0.374928,0.54287,0.500598,0.022633,0.042272,0.047464,0.023208,0.018622,-0.005339,0.00806,0.416568,0.409748,0.475435,0.46553,0.00682,0.009905,0.050914,0.028118,0.022562,-0.004308,-0.005306,0.412767,0.403211,0.851914,0.84306,0.009557,0.008854,0.061193,0.027195,0.021821,-0.005877,-0.007227,0.414665,0.408788,0.855141,0.843108,0.005877,0.012033,0.093779,0.055154,0.044256,0.004004,-0.006694,0.416098,0.397292,0.730383,0.723534,0.018806,0.006848,0.053249,0.022441,0.018007,-0.000279,-0.006617,0.414171,0.412467,0.734428,0.722684,0.001704,0.011745,0.066975,0.045425,0.036449,0.008549,-0.008829,0.401831,0.388736,0.61785,0.606017,0.013095,0.011833,0.034236,0.018321,0.014701,-0.00323,-0.009628,0.410936,0.407174,0.614532,0.603774,0.003762,0.010759,0.114838,0.056643,0.045451,0.007003,0.000825,0.402619,0.38,0.458864,0.454499,0.022619,0.004365,0.016475,0.008999,0.007221,0.000205,-0.00673,0.411607,0.410299,0.452867,0.446137,0.001309,0.00673
Andus - Hop Step_compressed.mp4,single_athlete_training,64,data\processed\clips\Andus - Hop Step_compressed\event_064_punch_candidate_left_wrist_t213p04.mp4,0.2006,0.8123,left_wrist,punch_candidate,0.768375,0,0.0,kick,hopstep_kick,linear_kicks,0.884719,0.354848,0.284642,-0.191691,-0.178497,0.721842,0.53015,0.776878,0.595017,0.191691,0.181861,0.670831,0.290864,0.233377,-0.127225,-0.03836,0.669333,0.54191,0.718864,0.634334,0.127423,0.08453,0.542338,0.341712,0.274139,-0.183582,0.022918,0.77456,0.590979,0.629027,0.526685,0.183582,0.102342,0.620854,0.318215,0.255312,-0.129914,0.020607,0.698824,0.568911,0.610801,0.5278,0.129914,0.083001,0.466432,0.207374,0.166382,-0.110653,0.037063,0.75221,0.641556,1.148327,1.073685,0.110653,0.074642,0.382959,0.22626,0.181516,-0.151373,-0.065719,0.714379,0.563007,1.065038,0.997205,0.151373,0.067833,0.498845,0.24114,0.193475,-0.063957,0.04247,0.692967,0.61746,0.996829,0.898686,0.075507,0.098144,0.314694,0.202368,0.162354,-0.154304,0.007676,0.701183,0.546879,0.886037,0.859069,0.154304,0.026968,0.443662,0.259067,0.207851,-0.145748,0.043928,0.75293,0.607182,0.784413,0.702997,0.145748,0.081416,0.444256,0.238064,0.191014,-0.134056,0.057731,0.717838,0.583782,0.773035,0.693891,0.134056,0.079143,0.417881,0.296928,0.238213,-0.159744,0.011836,0.745615,0.585871,0.433405,0.345224,0.159744,0.08818,0.488732,0.296022,0.237483,-0.123274,-0.045488,0.698871,0.575597,0.442833,0.351997,0.123274,0.090836
Andus - Hop Step_compressed.mp4,single_athlete_training,65,data\processed\clips\Andus - Hop Step_compressed\event_065_punch_candidate_left_wrist_t214p24.mp4,0.6018,0.9506,left_wrist,punch_candidate,0.751933,0,0.0,kick,hopstep_kick,linear_kicks,0.847405,0.486394,0.585423,0.016904,0.021975,0.539568,0.415097,0.688771,0.518935,0.124471,0.169836,0.685874,0.343878,0.413891,0.101921,0.062219,0.557367,0.436,0.616635,0.523868,0.121367,0.092766,0.61287,0.203239,0.244618,0.031377,-0.058062,0.483164,0.424935,0.60437,0.479989,0.058229,0.124381,0.645515,0.267755,0.32227,0.057781,0.019369,0.549765,0.433716,0.56025,0.502619,0.116049,0.057631,0.445821,0.139508,0.167912,0.016219,-0.112293,0.509643,0.451554,0.985623,0.867108,0.058089,0.118515,0.681176,0.261165,0.314339,0.042007,0.065354,0.523519,0.478575,0.972229,0.827546,0.044944,0.144683,0.213271,0.124887,0.150313,0.043066,-0.096692,0.506921,0.434148,0.859214,0.762523,0.072772,0.096692,0.316822,0.17931,0.215817,0.016183,-0.012502,0.521583,0.458631,0.827103,0.757403,0.062952,0.0697,0.241298,0.106891,0.128654,0.022979,-0.069784,0.496347,0.451901,0.736326,0.654004,0.044446,0.082322,0.351072,0.165326,0.198987,0.03072,-0.052331,0.523347,0.460471,0.731968,0.663173,0.062877,0.068794,0.210731,0.111206,0.133847,-0.002694,0.001266,0.502679,0.444132,0.463489,0.443562,0.058547,0.019927,0.422387,0.15495,0.186497,0.001777,0.020326,0.531793,0.449444,0.475218,0.44218,0.08235,0.033039
